0.3,0.323310952
0.31,0.336492381
0.32,0.34967381
0.33,0.362855238
0.34,0.376036667
0.35,0.38513
0.36,0.40889
0.37,0.42286
0.38,0.41992
0.39,0.43227
0.4,0.46396
0.41,0.4748
0.42,0.4751
0.43,0.4849
0.44,0.49339
0.45,0.49988
0.46,0.51252
0.47,0.52289
0.48,0.52863
0.49,0.5352
0.5,0.54226
0.51,0.54973
0.52,0.55606
0.53,0.5629
0.54,0.57002
0.55,0.57775
0.56,0.5868
0.57,0.59681
0.58,0.60676
0.59,0.6153
0.6,0.62227
0.61,0.62811
0.62,0.63142
0.63,0.63528
0.64,0.63828
0.65,0.64138
0.66,0.64475
0.67,0.64803
0.68,0.65091
0.69,0.65388
0.7,0.6568
0.71,0.66024
0.72,0.66263
0.73,0.66572
0.74,0.66767
0.75,0.67005
0.76,0.67168
0.77,0.67285
0.78,0.67379
0.79,0.6746
0.8,0.67525
0.81,0.67388
0.82,0.67264
0.83,0.67097
0.84,0.66932
0.85,0.66797
0.86,0.66607
0.87,0.66403
0.88,0.66367
0.89,0.66221
0.9,0.66137
0.91,0.65633
0.92,0.65456
0.93,0.65321
0.94,0.65183
0.95,0.65127
0.96,0.64894
0.97,0.64663
0.98,0.64315
0.99,0.63993
1,0.63614
1.01,0.63109
1.02,0.62646
1.03,0.62203
1.04,0.61672
1.05,0.61134
1.06,0.6052
1.07,0.5986
1.08,0.59264
1.09,0.58718
1.1,0.58165
1.11,0.57536
1.12,0.57037
1.13,0.56443
1.14,0.56028
1.15,0.55483
1.16,0.55038
1.17,0.54622
1.18,0.54143
1.19,0.53827
1.2,0.53558
1.21,0.53299
1.22,0.53056
1.23,0.52735
1.24,0.52716
1.25,0.52606
1.26,0.52422
1.27,0.523
1.28,0.52353
1.29,0.52396
1.3,0.52526
1.31,0.52669
1.32,0.52829
1.33,0.52831
1.34,0.53037
1.35,0.53201
1.36,0.53589
1.37,0.5365
1.38,0.53796
1.39,0.53865
1.4,0.53829
1.41,0.53782
1.42,0.53637
1.43,0.53932
1.44,0.53955
1.45,0.54312
1.46,0.54568
1.47,0.5502
1.48,0.55417
1.49,0.56004
1.5,0.56483
1.51,0.56959
1.52,0.57519
1.53,0.57908
1.54,0.58089
1.55,0.58547
1.56,0.58811
1.57,0.59076
1.58,0.59394
1.59,0.59475
1.6,0.59818
1.61,0.60025
1.62,0.60251
1.63,0.60362
1.64,0.60676
1.65,0.60831
1.66,0.61111
1.67,0.61418
1.68,0.61651
1.69,0.61798
1.7,0.61908
1.71,0.62053
1.72,0.62124
1.73,0.62077
1.74,0.62077
1.75,0.62035
1.76,0.62064
1.77,0.62261
1.78,0.62425
1.79,0.62521
1.8,0.62693
1.81,0.62688
1.82,0.62684
1.83,0.6278
1.84,0.62652
1.85,0.6251
1.86,0.62333
1.87,0.61549
1.88,0.60476
1.89,0.58065
1.9,0.54523
1.91,0.51296
1.92,0.48862
1.93,0.46559
1.94,0.45334
1.95,0.45703
1.96,0.46559
1.97,0.47239
1.98,0.48163
1.99,0.49362
2,0.50944
2.01,0.52245
2.02,0.53256
2.03,0.54235
2.04,0.5477
2.05,0.55253
2.06,0.55705
2.07,0.56418
2.08,0.57111
2.09,0.57534
2.1,0.58028
2.11,0.58422
2.12,0.58867
2.13,0.5919
2.14,0.5949
2.15,0.5973
2.16,0.59824
2.17,0.59959
2.18,0.60298
2.19,0.60457
2.2,0.60665
2.21,0.61047
2.22,0.61344
2.23,0.61662
2.24,0.61796
2.25,0.61981
2.26,0.62053
2.27,0.62209
2.28,0.62193
2.29,0.61952
2.3,0.61754
2.31,0.6138
2.32,0.6096
2.33,0.60523
2.34,0.60172
2.35,0.59455
2.36,0.5852
2.37,0.57316
2.38,0.56062
2.39,0.54647
2.4,0.53196
2.41,0.51791
2.42,0.50702
2.43,0.50039
2.44,0.49677
