0.3,0.360161905
0.31,0.372684762
0.32,0.385207619
0.33,0.397730476
0.34,0.410253333
0.35,0.41829
0.36,0.44201
0.37,0.45524
0.38,0.45151
0.39,0.46387
0.4,0.49358
0.41,0.50481
0.42,0.50466
0.43,0.51451
0.44,0.5222
0.45,0.52829
0.46,0.54062
0.47,0.55042
0.48,0.5561
0.49,0.56188
0.5,0.5697
0.51,0.57618
0.52,0.58231
0.53,0.58876
0.54,0.59469
0.55,0.60308
0.56,0.61092
0.57,0.62062
0.58,0.62985
0.59,0.6388
0.6,0.64571
0.61,0.65093
0.62,0.65487
0.63,0.65825
0.64,0.66142
0.65,0.66387
0.66,0.66741
0.67,0.67062
0.68,0.67419
0.69,0.67644
0.7,0.67999
0.71,0.68324
0.72,0.68606
0.73,0.68827
0.74,0.69057
0.75,0.69292
0.76,0.69348
0.77,0.69542
0.78,0.69568
0.79,0.6959
0.8,0.69703
0.81,0.69555
0.82,0.69421
0.83,0.69257
0.84,0.69164
0.85,0.69028
0.86,0.68874
0.87,0.68683
0.88,0.68599
0.89,0.68496
0.9,0.68296
0.91,0.68069
0.92,0.67822
0.93,0.67711
0.94,0.67484
0.95,0.67581
0.96,0.67277
0.97,0.67149
0.98,0.66737
0.99,0.66455
1,0.66102
1.01,0.65721
1.02,0.65219
1.03,0.64803
1.04,0.64248
1.05,0.63818
1.06,0.63289
1.07,0.62751
1.08,0.62194
1.09,0.6164
1.1,0.60969
1.11,0.60453
1.12,0.59977
1.13,0.595
1.14,0.58993
1.15,0.5853
1.16,0.58037
1.17,0.57743
1.18,0.57266
1.19,0.56983
1.2,0.56802
1.21,0.56533
1.22,0.56292
1.23,0.56079
1.24,0.5603
1.25,0.5588
1.26,0.55673
1.27,0.55673
1.28,0.55693
1.29,0.55709
1.3,0.55749
1.31,0.55911
1.32,0.56054
1.33,0.5612
1.34,0.56224
1.35,0.5647
1.36,0.56789
1.37,0.56839
1.38,0.56979
1.39,0.57064
1.4,0.5709
1.41,0.5705
1.42,0.57089
1.43,0.57266
1.44,0.57327
1.45,0.57671
1.46,0.57974
1.47,0.58394
1.48,0.5874
1.49,0.59309
1.5,0.59823
1.51,0.6025
1.52,0.60665
1.53,0.61069
1.54,0.61297
1.55,0.61719
1.56,0.61915
1.57,0.62173
1.58,0.62414
1.59,0.62605
1.6,0.62903
1.61,0.63075
1.62,0.63258
1.63,0.63383
1.64,0.63607
1.65,0.63918
1.66,0.64012
1.67,0.64304
1.68,0.64618
1.69,0.64696
1.7,0.64919
1.71,0.64923
1.72,0.65046
1.73,0.65025
1.74,0.64961
1.75,0.65029
1.76,0.64998
1.77,0.651
1.78,0.65383
1.79,0.65491
1.8,0.65558
1.81,0.65626
1.82,0.65636
1.83,0.65705
1.84,0.65664
1.85,0.65571
1.86,0.65343
1.87,0.64732
1.88,0.63656
1.89,0.61428
1.9,0.58327
1.91,0.55369
1.92,0.52905
1.93,0.50758
1.94,0.49521
1.95,0.49927
1.96,0.50868
1.97,0.51462
1.98,0.52301
1.99,0.53463
2,0.54863
2.01,0.56145
2.02,0.57226
2.03,0.5792
2.04,0.58487
2.05,0.59011
2.06,0.59371
2.07,0.60008
2.08,0.60559
2.09,0.61014
2.1,0.61426
2.11,0.61811
2.12,0.62231
2.13,0.62555
2.14,0.62693
2.15,0.62932
2.16,0.62952
2.17,0.63163
2.18,0.63363
2.19,0.63619
2.2,0.63908
2.21,0.64195
2.22,0.64569
2.23,0.6472
2.24,0.64765
2.25,0.64926
2.26,0.6509
2.27,0.65293
2.28,0.65265
2.29,0.64938
2.3,0.64782
2.31,0.64376
2.32,0.64111
2.33,0.63572
2.34,0.63291
2.35,0.62673
2.36,0.61853
2.37,0.6092
2.38,0.59676
2.39,0.58433
2.4,0.57145
2.41,0.55831
2.42,0.54787
2.43,0.54148
2.44,0.53726
