0.3,0.423889048
0.31,0.436345619
0.32,0.44880219
0.33,0.461258762
0.34,0.473715333
0.35,0.48226
0.36,0.50419
0.37,0.51687
0.38,0.51717
0.39,0.5287
0.4,0.55469
0.41,0.56452
0.42,0.56629
0.43,0.5759
0.44,0.58349
0.45,0.58932
0.46,0.60099
0.47,0.61031
0.48,0.61611
0.49,0.62217
0.5,0.62881
0.51,0.63531
0.52,0.64048
0.53,0.64721
0.54,0.6542
0.55,0.66113
0.56,0.66894
0.57,0.67868
0.58,0.68766
0.59,0.69613
0.6,0.70258
0.61,0.70745
0.62,0.71085
0.63,0.71451
0.64,0.71699
0.65,0.71997
0.66,0.72339
0.67,0.72606
0.68,0.72918
0.69,0.73115
0.7,0.73413
0.71,0.73727
0.72,0.73953
0.73,0.74154
0.74,0.74316
0.75,0.74508
0.76,0.74697
0.77,0.74845
0.78,0.74866
0.79,0.75029
0.8,0.75096
0.81,0.74905
0.82,0.7492
0.83,0.74699
0.84,0.74681
0.85,0.74599
0.86,0.74447
0.87,0.74268
0.88,0.74059
0.89,0.73918
0.9,0.73658
0.91,0.7364
0.92,0.73297
0.93,0.73259
0.94,0.73144
0.95,0.73291
0.96,0.73039
0.97,0.73004
0.98,0.72634
0.99,0.72402
1,0.72108
1.01,0.71818
1.02,0.71339
1.03,0.71109
1.04,0.70725
1.05,0.70312
1.06,0.69758
1.07,0.69179
1.08,0.68659
1.09,0.68367
1.1,0.67931
1.11,0.67422
1.12,0.67167
1.13,0.66577
1.14,0.66154
1.15,0.65784
1.16,0.65484
1.17,0.65047
1.18,0.64767
1.19,0.64525
1.2,0.64237
1.21,0.64125
1.22,0.63771
1.23,0.63561
1.24,0.63422
1.25,0.63545
1.26,0.63341
1.27,0.63302
1.28,0.63321
1.29,0.63354
1.3,0.63527
1.31,0.63526
1.32,0.63631
1.33,0.63747
1.34,0.63894
1.35,0.64193
1.36,0.64617
1.37,0.64569
1.38,0.64696
1.39,0.64731
1.4,0.64722
1.41,0.64606
1.42,0.64599
1.43,0.64677
1.44,0.64838
1.45,0.65151
1.46,0.65527
1.47,0.65863
1.48,0.66178
1.49,0.6657
1.5,0.67025
1.51,0.67382
1.52,0.67771
1.53,0.68131
1.54,0.68435
1.55,0.68703
1.56,0.689
1.57,0.69075
1.58,0.69349
1.59,0.69563
1.6,0.69834
1.61,0.69963
1.62,0.70096
1.63,0.70232
1.64,0.70463
1.65,0.70741
1.66,0.70859
1.67,0.71179
1.68,0.71399
1.69,0.71575
1.7,0.71699
1.71,0.71673
1.72,0.71786
1.73,0.71758
1.74,0.71737
1.75,0.71688
1.76,0.71724
1.77,0.71818
1.78,0.72054
1.79,0.72154
1.8,0.72204
1.81,0.72282
1.82,0.72425
1.83,0.72515
1.84,0.72488
1.85,0.72384
1.86,0.722
1.87,0.71616
1.88,0.70644
1.89,0.68652
1.9,0.65695
1.91,0.62959
1.92,0.6066
1.93,0.58568
1.94,0.57286
1.95,0.57719
1.96,0.58515
1.97,0.59117
1.98,0.59943
1.99,0.61033
2,0.62398
2.01,0.63572
2.02,0.64479
2.03,0.65305
2.04,0.65791
2.05,0.66155
2.06,0.66512
2.07,0.67051
2.08,0.67614
2.09,0.67987
2.1,0.68439
2.11,0.68695
2.12,0.69075
2.13,0.69338
2.14,0.69571
2.15,0.69682
2.16,0.69729
2.17,0.69918
2.18,0.70137
2.19,0.7031
2.2,0.70566
2.21,0.70899
2.22,0.71183
2.23,0.71391
2.24,0.71478
2.25,0.71539
2.26,0.71572
2.27,0.71819
2.28,0.71588
2.29,0.71493
2.3,0.71114
2.31,0.70786
2.32,0.70517
2.33,0.70212
2.34,0.69883
2.35,0.69342
2.36,0.68747
2.37,0.67846
2.38,0.66743
2.39,0.65532
2.4,0.64343
2.41,0.63102
2.42,0.62226
2.43,0.61634
2.44,0.6122
